Date,Open,High,Low,Close,Adj Close,Volume
2022-03-04,3710.000000,3873.949951,3654.000000,3828.649902,3747.927734,1208050
2022-03-07,3749.000000,3791.949951,3668.000000,3769.399902,3689.927002,603086
2022-03-08,3750.000000,3886.949951,3737.850098,3868.550049,3786.986816,784169
2022-03-09,3901.500000,3981.300049,3882.199951,3930.449951,3847.581543,809369
2022-03-10,3975.000000,3986.500000,3875.550049,3892.500000,3810.431641,712099
2022-03-11,3893.000000,3996.000000,3873.000000,3975.600098,3891.779785,1113263
2022-03-14,3961.000000,3994.649902,3925.000000,3957.300049,3873.865479,570058
2022-03-15,3958.000000,3999.000000,3880.000000,3899.850098,3817.626709,471294
2022-03-16,3974.000000,3974.000000,3890.000000,3943.800049,3860.650146,358776
2022-03-17,3965.100098,4050.000000,3946.199951,4042.149902,3956.926514,772587
2022-03-21,4074.000000,4082.949951,3996.750000,4004.949951,3920.510986,401639
2022-03-22,4021.000000,4056.949951,3970.000000,4030.350098,3945.375488,1290222
2022-03-23,4040.000000,4188.950195,4040.000000,4127.299805,4040.281006,1044114
2022-03-24,4113.000000,4348.549805,4101.450195,4328.500000,4237.239258,1738147
2022-03-25,4327.000000,4375.000000,4290.000000,4361.450195,4269.494629,864397
2022-03-28,4359.799805,4362.950195,4239.149902,4285.450195,4195.097168,496907
2022-03-29,4294.000000,4355.549805,4247.049805,4323.549805,4232.393066,421084
2022-03-30,4352.799805,4366.500000,4284.100098,4354.399902,4262.592773,616826
2022-03-31,4353.000000,4387.500000,4280.100098,4295.450195,4204.886230,611719
2022-04-01,4295.000000,4334.649902,4263.000000,4279.450195,4189.223633,313871
2022-04-04,4340.000000,4340.000000,4270.000000,4317.149902,4226.128418,259774
2022-04-05,4338.899902,4408.000000,4302.750000,4329.899902,4238.609375,479865
2022-04-06,4330.000000,4355.000000,4266.299805,4276.750000,4186.580078,411951
2022-04-07,4295.000000,4357.049805,4276.750000,4317.399902,4226.373535,279402
2022-04-08,4347.000000,4477.649902,4326.850098,4430.350098,4336.941895,671775
2022-04-11,4430.000000,4450.000000,4373.450195,4380.500000,4288.142578,215559
2022-04-12,4376.000000,4408.100098,4328.649902,4372.350098,4280.164551,371014
2022-04-13,4351.000000,4362.350098,4290.600098,4299.200195,4208.557129,369436
2022-04-18,4275.000000,4318.450195,4230.700195,4284.950195,4194.607910,339676
2022-04-19,4310.000000,4316.100098,4190.000000,4209.700195,4120.944336,310144
2022-04-20,4217.000000,4340.000000,4213.049805,4293.399902,4202.879395,450415
2022-04-21,4319.000000,4351.549805,4310.000000,4320.299805,4229.211914,394436
2022-04-22,4296.950195,4299.000000,4167.000000,4192.750000,4104.351563,390743
2022-04-25,4150.000000,4179.700195,4061.000000,4115.450195,4028.681396,341136
2022-04-26,4175.000000,4185.250000,4131.049805,4154.549805,4066.956543,158445
2022-04-27,4154.549805,4163.700195,4072.550049,4077.050049,3991.090820,198700
2022-04-28,4100.000000,4151.649902,4081.600098,4122.149902,4035.239746,300961
2022-04-29,4160.000000,4266.000000,4115.100098,4131.950195,4044.833496,523035
2022-05-02,4122.149902,4145.250000,4070.000000,4123.899902,4036.952881,185060
2022-05-04,4124.000000,4135.399902,3967.000000,3992.350098,3908.176514,342495
2022-05-05,4050.000000,4074.899902,3951.000000,3963.800049,3880.228760,252931
2022-05-06,3929.800049,3948.850098,3880.000000,3930.649902,3847.777344,239479
2022-05-09,3929.000000,3935.949951,3870.649902,3905.800049,3823.451416,177355
2022-05-10,3900.000000,3934.000000,3890.000000,3914.000000,3831.478271,202828
2022-05-11,3895.500000,3942.949951,3851.000000,3884.050049,3802.159912,271256
2022-05-12,3861.500000,3896.199951,3789.850098,3880.000000,3798.195313,293629
2022-05-13,3899.399902,3979.000000,3890.500000,3924.300049,3841.561279,218401
2022-05-16,3923.000000,3955.000000,3861.050049,3888.399902,3806.417969,217915
2022-05-17,3934.899902,3944.850098,3871.000000,3904.000000,3821.689209,255464
2022-05-18,3914.000000,3984.949951,3882.000000,3905.800049,3823.451416,500158
2022-05-19,3886.000000,4014.750000,3829.050049,3929.449951,3846.602539,1825811
2022-05-20,3975.000000,4299.100098,3975.000000,4249.100098,4159.513672,2480315
2022-05-23,4249.100098,4327.000000,4236.200195,4274.950195,4184.818848,607072
2022-05-24,4273.899902,4375.000000,4256.450195,4347.100098,4255.446777,1010896
2022-05-25,4391.100098,4398.000000,4296.299805,4307.450195,4216.632813,500040
2022-05-26,4316.000000,4349.000000,4289.649902,4304.149902,4213.402832,429072
2022-05-27,4320.000000,4409.000000,4268.950195,4390.500000,4297.932129,434291
2022-05-30,4404.000000,4426.750000,4351.100098,4370.299805,4278.157715,464803
2022-05-31,4355.000000,4399.000000,4330.600098,4369.649902,4277.521484,476015
2022-06-01,4350.000000,4361.649902,4301.100098,4319.000000,4227.939941,354506
2022-06-02,4303.100098,4360.000000,4290.000000,4333.149902,4241.791016,327935
2022-06-03,4359.700195,4391.649902,4314.799805,4340.000000,4248.497070,284773
2022-06-06,4332.000000,4353.649902,4271.000000,4305.750000,4214.968750,113211
2022-06-07,4260.000000,4275.000000,4103.700195,4143.950195,4056.580811,721003
2022-06-08,4174.000000,4212.299805,4113.000000,4199.149902,4110.616211,452982
2022-06-09,4170.100098,4335.000000,4170.100098,4322.899902,4231.757324,740586
2022-06-10,4322.899902,4364.000000,4281.799805,4351.549805,4259.802734,421496
2022-06-13,4323.000000,4355.000000,4256.500000,4267.200195,4177.232422,367963
2022-06-14,4250.000000,4324.950195,4239.049805,4311.049805,4220.157227,407181
2022-06-15,4306.700195,4349.100098,4287.049805,4335.500000,4244.091309,317063
2022-06-16,4350.000000,4359.299805,4275.649902,4287.500000,4197.104004,350007
2022-06-17,4290.000000,4298.899902,4066.050049,4146.700195,4059.272461,952974
2022-06-20,4146.700195,4179.200195,4107.100098,4151.799805,4064.264648,277515
2022-06-21,4160.100098,4276.549805,4160.100098,4268.649902,4178.651367,238311
2022-06-22,4281.000000,4348.850098,4160.000000,4260.899902,4171.064453,569557
2022-06-23,4295.000000,4307.700195,4255.000000,4294.899902,4204.347656,335102
2022-06-24,4322.000000,4372.549805,4292.000000,4309.649902,4218.786621,303659
2022-06-27,4399.850098,4399.850098,4305.850098,4320.549805,4229.456543,332753
2022-06-28,4329.250000,4380.000000,4312.000000,4374.600098,4282.367188,282443
2022-06-29,4357.100098,4408.750000,4334.399902,4364.350098,4272.333496,381147
2022-06-30,4369.750000,4415.000000,4351.000000,4393.799805,4301.162598,369065
2022-07-01,4385.000000,4395.000000,4290.049805,4385.899902,4293.429199,304799
2022-07-04,4362.100098,4411.250000,4296.000000,4354.450195,4262.642090,260698
2022-07-05,4364.899902,4467.500000,4351.200195,4394.200195,4301.554199,486899
2022-07-06,4395.000000,4443.299805,4379.350098,4390.000000,4297.442383,335701
2022-07-07,4426.750000,4443.000000,4328.000000,4336.450195,4245.021973,432222
2022-07-08,4330.000000,4414.950195,4304.399902,4406.200195,4313.301270,417896
2022-07-11,4379.149902,4568.700195,4350.100098,4501.000000,4436.307129,959408
2022-07-12,4470.100098,4539.000000,4426.000000,4483.700195,4448.908691,415874
2022-07-13,4494.500000,4534.700195,4450.000000,4501.600098,4466.669922,378767
2022-07-14,4506.000000,4608.000000,4503.049805,4575.399902,4539.896973,884767
2022-07-15,4595.399902,4612.549805,4521.000000,4546.000000,4510.725098,300945
2022-07-18,4576.000000,4613.799805,4455.299805,4466.100098,4431.445313,467463
2022-07-19,4457.799805,4498.000000,4435.149902,4447.899902,4413.386230,392384
2022-07-20,4490.000000,4492.000000,4440.000000,4458.750000,4424.152344,226140
2022-07-21,4469.000000,4486.850098,4356.000000,4371.100098,4337.182617,625220
2022-07-22,4394.000000,4406.799805,4353.000000,4373.500000,4339.563965,361263
2022-07-25,4377.649902,4390.850098,4300.000000,4330.549805,4296.946777,345382
2022-07-26,4328.799805,4328.799805,4194.049805,4212.000000,4179.316895,594233
2022-07-27,4207.950195,4300.000000,4163.000000,4286.049805,4252.791992,373254
2022-07-28,4314.000000,4314.899902,4195.000000,4260.049805,4226.994141,566567
2022-07-29,4182.950195,4182.950195,4055.600098,4090.350098,4058.611084,1974495
2022-08-01,4139.799805,4139.799805,4100.500000,4110.450195,4078.555176,427370
2022-08-02,4128.000000,4128.000000,4071.199951,4085.399902,4053.699219,527023
2022-08-03,4094.949951,4104.000000,4040.000000,4096.299805,4064.514404,520197
2022-08-04,4110.000000,4159.299805,4089.050049,4147.950195,4115.764160,601335
2022-08-05,4155.000000,4193.799805,4143.850098,4156.850098,4124.595215,415079
2022-08-08,4156.850098,4234.000000,4156.850098,4223.350098,4190.579102,408377
2022-08-10,4243.600098,4264.000000,4214.549805,4243.299805,4210.374023,421623
2022-08-11,4260.000000,4278.000000,4235.899902,4258.299805,4225.257324,257037
2022-08-12,4258.000000,4289.600098,4221.000000,4260.799805,4227.738281,404258
2022-08-16,4275.000000,4319.000000,4262.799805,4297.799805,4264.451172,262813
2022-08-17,4317.950195,4329.899902,4291.750000,4315.899902,4282.410645,433811
2022-08-18,4240.000000,4240.000000,4133.350098,4225.100098,4192.315430,1027584
2022-08-19,4232.000000,4247.100098,4185.000000,4204.000000,4171.378906,385741
2022-08-22,4169.100098,4229.950195,4160.000000,4186.950195,4154.461426,338562
2022-08-23,4145.000000,4235.200195,4145.000000,4225.149902,4192.364746,279630
2022-08-24,4246.299805,4246.299805,4197.000000,4218.049805,4185.319824,293437
2022-08-25,4239.149902,4263.899902,4212.000000,4237.899902,4205.016113,310575
2022-08-26,4273.000000,4275.000000,4212.149902,4223.299805,4190.529297,163737
2022-08-29,4170.000000,4223.250000,4157.149902,4210.149902,4177.480957,193210
2022-08-30,4214.000000,4261.600098,4192.649902,4245.049805,4212.110352,471981
2022-09-01,4216.000000,4232.500000,4197.049805,4202.100098,4169.493652,331340
2022-09-02,4223.149902,4232.000000,4173.950195,4189.950195,4157.437988,201656
2022-09-05,4195.000000,4219.549805,4155.000000,4214.250000,4181.549316,316343
2022-09-06,4230.000000,4252.000000,4185.000000,4239.200195,4206.306152,225875
2022-09-07,4215.000000,4266.000000,4212.299805,4249.299805,4216.327148,214795
2022-09-08,4296.950195,4296.950195,4252.700195,4271.649902,4238.503906,315509
2022-09-09,4272.500000,4319.500000,4246.049805,4255.100098,4222.082520,314126
2022-09-12,4260.000000,4300.000000,4244.700195,4261.149902,4228.085449,252549
2022-09-13,4264.049805,4306.950195,4237.000000,4252.899902,4219.899414,441873
2022-09-14,4165.350098,4262.450195,4165.350098,4214.149902,4181.450195,344708
2022-09-15,4235.250000,4235.250000,4141.350098,4169.000000,4136.650391,376273
2022-09-16,4185.000000,4185.000000,4060.800049,4077.350098,4045.711914,378704
2022-09-19,4070.000000,4111.049805,3997.000000,4099.149902,4067.342529,301288
2022-09-20,4112.000000,4238.000000,4106.100098,4216.000000,4183.286133,591569
2022-09-21,4219.950195,4269.100098,4132.850098,4152.750000,4120.526855,378945
2022-09-22,4110.100098,4222.100098,4108.399902,4182.399902,4149.946289,478383
2022-09-23,4163.000000,4214.750000,4129.500000,4139.200195,4107.082031,331988
2022-09-26,4119.200195,4158.799805,4089.300049,4127.850098,4095.820068,411058
2022-09-27,4148.500000,4200.000000,4125.299805,4181.600098,4149.152832,297089
2022-09-28,4178.149902,4297.000000,4178.149902,4269.700195,4236.569336,626648
2022-09-29,4291.250000,4407.000000,4286.000000,4360.700195,4326.863281,1088558
2022-09-30,4382.549805,4405.000000,4272.049805,4335.700195,4302.057129,632913
2022-10-03,4315.000000,4439.000000,4312.399902,4419.649902,4385.355469,695258
2022-10-04,4446.000000,4449.899902,4376.049805,4413.950195,4379.700195,308654
2022-10-06,4436.049805,4447.950195,4369.899902,4397.549805,4363.426758,246239
2022-10-07,4390.000000,4408.549805,4372.000000,4376.649902,4342.689453,267773
2022-10-10,4350.000000,4388.000000,4320.000000,4380.000000,4346.013184,243749
2022-10-11,4387.000000,4388.000000,4252.000000,4282.750000,4249.518066,297382
2022-10-12,4300.000000,4310.000000,4215.049805,4241.149902,4208.240723,294020
2022-10-13,4249.950195,4309.000000,4241.299805,4254.649902,4221.635742,302784
2022-10-14,4305.000000,4340.000000,4263.049805,4310.799805,4277.350098,248801
2022-10-17,4305.000000,4374.000000,4282.500000,4335.200195,4301.561035,210140
2022-10-18,4356.899902,4373.649902,4335.200195,4356.549805,4322.745117,144236
2022-10-19,4360.049805,4394.049805,4305.049805,4316.899902,4283.402832,172168
2022-10-20,4305.000000,4355.000000,4280.000000,4349.049805,4315.303223,257524
2022-10-21,4355.000000,4388.950195,4308.600098,4330.799805,4297.194824,200595
2022-10-24,4364.799805,4384.000000,4355.000000,4377.500000,4343.532715,31768
2022-10-25,4389.950195,4477.500000,4371.000000,4442.350098,4407.879395,623655
2022-10-27,4460.000000,4519.000000,4450.350098,4491.200195,4456.350586,441474
2022-10-28,4485.000000,4502.750000,4430.000000,4459.950195,4425.343262,353586
2022-10-31,4531.000000,4625.000000,4344.649902,4433.700195,4399.296875,1825761
2022-11-01,4435.250000,4580.000000,4435.250000,4535.299805,4500.107910,1070196
2022-11-02,4545.049805,4645.000000,4545.049805,4555.649902,4520.300293,741756
2022-11-03,4555.649902,4600.000000,4527.350098,4589.899902,4554.284668,353215
2022-11-04,4590.049805,4600.000000,4512.450195,4525.100098,4489.987305,492676
2022-11-07,4531.000000,4547.299805,4444.399902,4485.450195,4450.645508,420017
2022-11-09,4540.000000,4565.799805,4500.100098,4534.899902,4499.711426,713112
2022-11-10,4539.950195,4616.000000,4528.000000,4549.450195,4514.148926,591953
2022-11-11,4572.200195,4579.000000,4502.000000,4539.450195,4504.226074,325043
2022-11-14,4400.000000,4483.850098,4315.000000,4363.649902,4329.790039,744485
2022-11-15,4367.200195,4442.600098,4363.700195,4433.700195,4399.296875,374520
2022-11-16,4433.649902,4544.950195,4393.200195,4481.000000,4446.229492,522192
2022-11-17,4480.950195,4488.450195,4382.350098,4421.299805,4386.992676,312373
2022-11-18,4423.750000,4434.549805,4375.500000,4409.049805,4374.837891,338734
2022-11-21,4380.000000,4393.000000,4317.549805,4349.850098,4316.097168,430608
2022-11-22,4371.600098,4402.600098,4326.000000,4362.500000,4328.648926,403095
2022-11-23,4380.000000,4420.000000,4360.000000,4405.649902,4371.464355,392869
2022-11-24,4427.700195,4439.950195,4375.850098,4413.850098,4379.600586,237622
2022-11-25,4423.850098,4434.950195,4389.000000,4418.100098,4383.817871,295409
2022-11-28,4414.750000,4447.399902,4386.500000,4402.000000,4367.842773,306168
2022-11-29,4405.100098,4478.700195,4404.049805,4453.350098,4418.794434,409138
2022-11-30,4470.000000,4517.950195,4441.000000,4487.149902,4452.332031,851368
2022-12-01,4509.600098,4531.799805,4446.799805,4474.350098,4439.631348,387346
2022-12-02,4484.950195,4524.000000,4460.149902,4510.399902,4475.401367,416008
2022-12-05,4529.899902,4532.000000,4450.149902,4479.399902,4444.642090,392339
2022-12-06,4460.100098,4474.450195,4359.049805,4374.200195,4340.258301,348459
2022-12-07,4365.000000,4383.000000,4320.000000,4361.500000,4327.656738,332207
2022-12-08,4373.950195,4379.250000,4331.049805,4356.200195,4322.398438,277325
2022-12-09,4375.000000,4414.799805,4354.250000,4407.100098,4372.903320,307973
2022-12-12,4367.049805,4462.899902,4367.049805,4452.250000,4417.702637,273595
2022-12-13,4450.200195,4474.649902,4440.500000,4458.149902,4423.556641,217509
2022-12-14,4475.000000,4513.500000,4451.350098,4504.549805,4469.596680,278401
2022-12-15,4486.149902,4527.600098,4461.000000,4468.950195,4434.273438,241811
2022-12-16,4434.500000,4458.850098,4261.250000,4309.100098,4275.663574,3356609
2022-12-19,4344.950195,4408.649902,4315.049805,4396.049805,4361.938477,332351
2022-12-20,4380.000000,4390.000000,4308.100098,4369.750000,4335.842773,242821
2022-12-21,4379.950195,4435.000000,4353.399902,4407.549805,4373.349609,347923
2022-12-22,4430.000000,4456.000000,4315.100098,4349.250000,4315.501953,347470
2022-12-23,4325.049805,4418.000000,4291.250000,4310.450195,4277.003418,499756
2022-12-26,4332.049805,4347.000000,4230.049805,4248.600098,4215.632813,318608
2022-12-27,4269.799805,4269.799805,4201.000000,4250.850098,4217.865723,273249
2022-12-28,4250.850098,4266.649902,4215.950195,4252.750000,4219.750977,217601
2022-12-29,4275.000000,4354.649902,4223.049805,4260.600098,4227.540039,812932
2022-12-30,4280.000000,4285.100098,4225.000000,4237.549805,4204.668457,176579
2023-01-02,4258.750000,4267.549805,4209.000000,4235.049805,4202.187988,132726
2023-01-03,4238.799805,4258.100098,4216.100098,4238.350098,4205.462402,162179
2023-01-04,4235.000000,4260.000000,4221.299805,4253.500000,4220.495117,166567
2023-01-05,4265.000000,4303.850098,4241.500000,4297.500000,4264.153320,198985
2023-01-06,4299.500000,4319.299805,4259.100098,4271.750000,4238.603516,126136
2023-01-09,4293.149902,4339.950195,4275.149902,4334.000000,4300.370117,166039
2023-01-10,4320.000000,4348.299805,4283.950195,4288.700195,4255.421875,234153
2023-01-11,4304.950195,4320.000000,4244.399902,4261.899902,4228.829590,254653
2023-01-12,4274.950195,4322.000000,4242.100098,4310.600098,4277.151855,256065
2023-01-13,4324.000000,4341.700195,4290.000000,4320.399902,4286.875488,246926
2023-01-16,4339.700195,4352.750000,4290.049805,4326.049805,4292.481934,89311
2023-01-17,4338.950195,4359.799805,4305.600098,4351.750000,4317.982422,155625
2023-01-18,4351.750000,4394.950195,4342.000000,4364.350098,4330.484863,263693
2023-01-19,4364.850098,4383.149902,4316.549805,4332.200195,4298.584473,248491
2023-01-20,4331.950195,4381.049805,4280.000000,4350.600098,4316.841797,236535
2023-01-23,4359.950195,4365.450195,4319.350098,4337.850098,4304.190430,154053
2023-01-24,4341.000000,4354.799805,4237.000000,4252.750000,4219.750977,264054
2023-01-25,4260.000000,4268.899902,4175.100098,4200.950195,4168.353027,294042
2023-01-27,4280.000000,4380.899902,4253.350098,4314.000000,4280.525391,956288
2023-01-30,4319.950195,4339.450195,4284.950195,4328.799805,4295.210449,374737
2023-01-31,4345.000000,4376.700195,4293.299805,4324.149902,4290.596680,631941
2023-02-01,4341.000000,4380.000000,4310.250000,4351.500000,4317.734375,405454
2023-02-02,4313.000000,4379.049805,4291.549805,4370.100098,4336.190430,389355
2023-02-03,4375.000000,4429.899902,4318.200195,4358.350098,4324.531250,374979
2023-02-06,4380.149902,4380.149902,4285.000000,4349.549805,4315.799316,303221
2023-02-07,4380.649902,4468.250000,4360.250000,4440.250000,4405.795898,597481
2023-02-08,4450.000000,4496.600098,4432.649902,4487.799805,4452.976563,239371
2023-02-09,4444.000000,4529.549805,4433.600098,4487.500000,4452.679199,410962
2023-02-10,4493.950195,4505.000000,4432.549805,4499.600098,4464.685547,137022
2023-02-13,4508.100098,4557.399902,4500.100098,4524.700195,4489.590820,374555
2023-02-14,4545.000000,4564.000000,4500.649902,4538.399902,4503.184082,240427
2023-02-15,4548.000000,4563.200195,4504.200195,4519.850098,4484.778320,256737
2023-02-16,4542.450195,4549.850098,4509.450195,4519.299805,4484.232422,270466
2023-02-17,4501.200195,4535.000000,4463.500000,4510.350098,4475.352051,211207
2023-02-20,4520.000000,4538.549805,4468.450195,4474.799805,4440.077637,152349
2023-02-21,4504.299805,4504.299805,4458.799805,4486.149902,4451.339355,158326
2023-02-22,4486.899902,4520.200195,4469.399902,4476.700195,4441.963379,176461
2023-02-23,4476.100098,4515.000000,4441.000000,4449.600098,4415.073242,237568
2023-02-24,4464.899902,4510.000000,4441.799805,4491.100098,4456.251465,352966
2023-02-27,4491.100098,4491.100098,4355.000000,4421.000000,4386.695313,274114
2023-02-28,4439.000000,4439.000000,4300.000000,4316.600098,4283.105469,539975
2023-03-01,4316.450195,4357.149902,4297.000000,4344.200195,4310.491211,199103
2023-03-02,4358.000000,4401.450195,4320.000000,4390.600098,4356.531250,282652
2023-03-03,4412.600098,4446.950195,4360.500000,4437.950195,4403.513672,274236
2023-03-06,4437.000000,4458.799805,4416.049805,4439.200195,4404.754395,175584
2023-03-08,4433.000000,4444.000000,4401.250000,4426.250000,4391.904297,234741
2023-03-09,4415.649902,4438.350098,4371.799805,4380.950195,4346.956055,204425
2023-03-10,4372.950195,4413.049805,4350.000000,4395.549805,4361.442383,337202
2023-03-13,4375.000000,4415.950195,4345.500000,4370.399902,4336.487793,162542
2023-03-14,4394.000000,4420.899902,4309.000000,4349.549805,4315.799316,428396
2023-03-15,4356.950195,4425.000000,4340.799805,4394.500000,4360.400879,343422
2023-03-16,4411.000000,4430.000000,4370.350098,4383.750000,4349.734375,276928
2023-03-17,4405.700195,4463.149902,4383.750000,4436.149902,4401.727539,618598
2023-03-20,4431.000000,4494.000000,4422.500000,4439.450195,4405.002441,789989
2023-03-21,4441.950195,4480.000000,4409.200195,4419.350098,4385.058105,396928
2023-03-22,4429.350098,4480.000000,4415.850098,4474.950195,4440.226563,319777
2023-03-23,4479.000000,4499.500000,4430.549805,4446.950195,4412.443848,483674
2023-03-24,4449.950195,4498.000000,4449.950195,4464.149902,4429.510254,225394
2023-03-27,4490.000000,4528.649902,4465.049805,4485.649902,4450.843262,351914
2023-03-28,4498.950195,4547.100098,4480.000000,4526.799805,4491.673828,366938
2023-03-29,4549.450195,4575.000000,4522.149902,4567.799805,4532.355957,416707
2023-03-31,4583.000000,4656.500000,4567.850098,4622.750000,4586.879883,456497
2023-04-03,4648.950195,4682.000000,4598.100098,4656.500000,4620.367676,300135
2023-04-05,4650.000000,4695.000000,4641.299805,4682.799805,4646.463379,364712
2023-04-06,4693.950195,4711.200195,4675.950195,4699.399902,4662.935059,292069
2023-04-10,4732.000000,4772.200195,4688.000000,4759.649902,4722.717285,184154
2023-04-11,4773.000000,4805.899902,4708.000000,4763.350098,4726.388672,461850
2023-04-12,4763.350098,4919.600098,4726.200195,4881.000000,4843.125977,680639
2023-04-13,4888.000000,4888.000000,4831.200195,4852.899902,4815.243652,233867
2023-04-17,4876.950195,4922.950195,4819.750000,4852.299805,4814.648438,341135
2023-04-18,4861.399902,4918.000000,4845.500000,4912.399902,4874.282227,359410
2023-04-19,4887.399902,4940.000000,4880.549805,4909.350098,4871.255859,384187
2023-04-20,4916.000000,4916.000000,4822.250000,4858.200195,4820.502930,635170
2023-04-21,4858.100098,4879.000000,4823.149902,4868.750000,4830.970703,331439
2023-04-24,4854.000000,4854.000000,4752.100098,4806.100098,4768.807129,438166
2023-04-25,4803.549805,4841.149902,4757.750000,4833.299805,4795.795898,327997
2023-04-26,4810.000000,4874.250000,4810.000000,4845.100098,4807.504395,204153
2023-04-27,4845.000000,4939.000000,4818.100098,4918.549805,4880.384277,219656
2023-04-28,4918.549805,4935.000000,4877.100098,4929.850098,4891.596680,247044
2023-05-02,4903.399902,4958.950195,4903.399902,4950.399902,4911.987305,241978
2023-05-03,4949.899902,4960.000000,4915.000000,4952.250000,4913.822754,176775
2023-05-04,4952.250000,4975.000000,4920.350098,4968.000000,4929.450684,201327
2023-05-05,4974.950195,4989.000000,4925.549805,4942.500000,4904.148438,92309
2023-05-08,4945.000000,4966.700195,4846.649902,4907.100098,4869.023438,238183
2023-05-09,4918.049805,4939.899902,4890.049805,4933.250000,4894.970215,309059
2023-05-10,4964.850098,4964.850098,4839.899902,4867.299805,4829.531738,454301
2023-05-11,4675.000000,4700.000000,4524.049805,4532.000000,4496.833984,2783359
2023-05-12,4544.950195,4544.950195,4445.000000,4466.100098,4431.445313,1048404
2023-05-15,4470.149902,4532.100098,4446.500000,4518.549805,4483.488281,317753
2023-05-16,4523.000000,4547.899902,4504.549805,4515.049805,4480.015137,286047
2023-05-17,4519.799805,4545.049805,4451.100098,4481.500000,4446.725586,349961
2023-05-18,4492.000000,4502.200195,4404.899902,4423.100098,4388.778809,425447
2023-05-19,4427.950195,4440.000000,4384.049805,4391.950195,4357.870605,326081
2023-05-22,4409.000000,4469.850098,4384.250000,4457.649902,4423.060547,244976
2023-05-23,4458.100098,4499.649902,4446.049805,4460.549805,4425.937988,323295
2023-05-24,4465.000000,4524.000000,4459.899902,4519.250000,4484.182617,336733
2023-05-25,4533.899902,4533.899902,4482.399902,4503.950195,4469.001953,206764
2023-05-26,4505.049805,4539.000000,4499.950195,4530.950195,4495.791992,150587
2023-05-29,4547.899902,4569.000000,4520.000000,4556.250000,4520.895508,185628
2023-05-30,4556.250000,4556.250000,4498.850098,4518.899902,4483.835449,273989
2023-05-31,4510.000000,4529.649902,4480.950195,4501.049805,4466.124023,1262701
2023-06-01,4509.850098,4559.950195,4501.049805,4552.049805,4516.728027,305791
2023-06-02,4568.950195,4620.000000,4565.049805,4610.450195,4574.675293,501913
2023-06-05,4631.000000,4652.000000,4596.700195,4603.549805,4567.828613,226428
2023-06-06,4610.000000,4640.000000,4605.000000,4636.649902,4600.671875,232331
2023-06-07,4650.000000,4678.000000,4645.100098,4673.750000,4637.483887,227905
2023-06-08,4675.000000,4693.000000,4637.000000,4649.399902,4613.322754,240698
2023-06-09,4681.049805,4705.000000,4645.600098,4666.799805,4630.587891,216940
2023-06-12,4695.000000,4695.000000,4654.450195,4675.649902,4639.369141,143574
2023-06-13,4700.000000,4728.799805,4658.049805,4702.000000,4665.514648,258981
2023-06-14,4707.799805,4729.549805,4685.000000,4699.000000,4662.538086,180251
2023-06-15,4696.600098,4855.000000,4696.000000,4803.450195,4766.177734,726149
2023-06-16,4844.850098,4940.000000,4825.149902,4915.049805,4876.911621,762903
2023-06-19,4951.000000,5024.000000,4862.049805,4879.000000,4841.141113,708151
2023-06-20,4879.000000,4926.750000,4867.049805,4901.200195,4863.169434,214151
2023-06-21,4921.950195,4950.000000,4893.700195,4910.399902,4872.297363,224710
2023-06-22,4911.549805,4926.950195,4890.000000,4899.450195,4861.432617,248570
2023-06-23,4901.000000,5015.000000,4901.000000,4993.899902,4955.149902,558228
